CustomerID,Age,Gender,Income,Tenure,ProductType,SupportCalls,ChurnStatus
CUST0064,34,1,109361,1,1,9,0
CUST0065,53,1,,5,0,4,0
CUST0066,67,0,79225,9,0,7,0
CUST0067,57,0,83849,1,0,4,0
CUST0068,21,1,99854,4,0,7,0
CUST0069,19,0,66256,6,0,6,0
CUST0070,27,0,,8,0,11,0
CUST0071,59,1,133721,3,0,3,0
CUST0072,21,1,106110,5,1,14,0
CUST0073,46,0,138606,7,0,6,0
CUST0074,35,0,39650,,1,5,1
CUST0075,43,0,71118,7,0,2,0
CUST0076,61,0,58342,8,0,8,0
CUST0077,51,1,110707,8,0,11,0
CUST0078,27,1,125400,9,1,9,0
CUST0079,53,1,36801,6,0,14,0
CUST0080,31,0,76360,,1,12,0
CUST0081,48,0,112908,2,0,8,0
CUST0082,65,0,41559,3,0,13,0
CUST0083,32,1,57334,4,1,4,0
CUST0084,22,1,130473,4,0,7,0
CUST0085,31,1,38288,8,0,6,0
CUST0086,40,0,47398,1,1,8,1
CUST0087,57,0,103908,,0,6,0
CUST0088,38,1,37191,,0,3,0
CUST0089,33,0,43051,1,1,5,1
CUST0090,62,1,86715,3,0,10,0
CUST0091,35,0,,5,1,7,0
CUST0092,64,1,93775,6,0,5,0
CUST0093,41,0,50251,9,1,8,0
CUST0094,43,1,79408,9,0,13,0
CUST0095,42,0,30147,9,1,9,0
CUST0096,62,1,75508,1,0,13,0
CUST0097,58,1,77224,9,0,6,0
CUST0098,46,1,44643,8,0,6,0
CUST0099,32,1,63967,2,0,3,0
CUST0100,62,1,123850,1,1,2,0
CUST0101,18,0,128535,0,1,7,0
CUST0102,42,1,65733,6,0,6,0
CUST0103,24,0,109003,9,1,3,0
CUST0104,26,0,,7,0,,0
CUST0105,41,0,144222,5,0,3,0
CUST0106,18,1,92288,2,0,1,0
CUST0107,61,1,83959,1,0,10,0
CUST0108,25,0,26849,2,0,,1
CUST0109,41,0,93178,1,1,1,0
CUST0110,28,1,92136,3,0,9,0
CUST0111,68,1,85740,6,0,9,0
CUST0112,34,1,137255,8,0,3,0
CUST0113,25,0,111322,3,1,,0
CUST0114,52,1,69565,9,0,13,0
CUST0115,52,1,45183,5,0,2,0
CUST0116,50,0,5003294,7,0,10,0
CUST0117,22,1,26132,8,1,2,0
CUST0118,59,1,63259,3,0,11,0
CUST0119,56,0,121612,2,1,1,0
CUST0120,58,0,88668,2,0,3,0
CUST0121,45,1,63563,5,1,13,0
CUST0122,24,1,117227,1,0,1,0
CUST0123,26,1,133835,2,0,13,0
CUST0124,25,1,35931,9,0,12,0
CUST0125,29,0,98169,7,0,12,0
CUST0126,51,1,75639,6,0,7,0
CUST0127,50,1,2000000,9,1,14,0
CUST0128,65,1,128313,7,1,14,0
CUST0129,40,0,83901,5,1,1,0
CUST0130,41,0,125417,9,0,11,0
CUST0131,54,0,26044,6,0,13,0
CUST0132,52,1,71691,6,0,5,0
CUST0133,,0,125735,4,0,6,0
CUST0134,57,0,49363,1,1,14,1
CUST0135,39,1,71694,5,0,9,0
CUST0136,44,1,28627,9,1,13,0
CUST0137,52,1,104910,8,0,11,0
CUST0138,18,1,91844,,1,1,0
CUST0139,,1,,4,0,,0
CUST0140,54,1,104322,9,1,10,0
CUST0141,64,1,26620,3,0,13,0
CUST0142,31,0,87224,3,0,2,0
CUST0143,20,1,81655,1,1,12,0
CUST0144,18,0,120419,9,0,12,0
CUST0145,22,0,62534,6,0,8,0
CUST0146,43,0,145050,2,0,13,0
CUST0147,31,0,128496,8,0,6,0
CUST0148,56,1,64390,9,0,1,0
CUST0149,,0,2000000,9,0,10,0
CUST0150,26,1,,2,0,11,0
CUST0151,32,1,74252,2,0,5,0
CUST0152,32,0,80809,7,0,8,0
CUST0153,43,1,47259,4,0,11,0
CUST0154,59,1,45655,1,1,5,1
CUST0155,30,0,58005,8,1,13,0
CUST0156,68,0,56629,2,0,14,0
CUST0157,49,0,48610,3,0,10,0
CUST0158,56,1,86102,5,0,5,0
CUST0159,66,0,46602,3,1,13,0
CUST0160,69,1,,7,0,2,0
CUST0161,49,0,36110,7,0,2,0
CUST0162,,0,31073,2,0,5,1
CUST0163,47,0,125846,7,0,8,0
CUST0164,54,0,105818,6,0,10,0
CUST0165,40,1,,9,0,12,0
CUST0166,56,0,,9,0,7,0
CUST0167,62,0,42138,2,0,5,1
CUST0168,32,1,2000000,7,0,12,0
CUST0169,60,0,71202,5,1,11,0
CUST0170,46,1,65164,6,0,,0
CUST0171,53,0,114743,1,0,1,0
CUST0172,30,0,79659,7,0,6,0
CUST0173,49,0,113766,6,0,2,0
CUST0174,24,1,74692,4,0,13,0
CUST0175,68,0,145198,1,0,10,0
CUST0176,39,0,49845,9,1,6,0
CUST0177,45,0,114846,4,0,8,0
CUST0178,19,1,128435,2,0,2,0
CUST0179,59,1,55562,8,0,2,0
CUST0180,62,0,53036,2,0,1,0
CUST0181,23,1,85752,5,1,9,0
CUST0182,45,0,99233,6,0,1,0
CUST0183,45,0,108049,8,0,8,0
CUST0184,61,0,133575,1,1,5,0
CUST0185,61,0,93681,1,1,5,0
CUST0186,37,0,52818,4,0,7,0
CUST0187,47,1,55544,5,0,10,0
CUST0188,28,1,87532,9,0,4,0
CUST0189,,1,103636,7,0,8,0
CUST0190,42,1,82705,7,1,14,0
CUST0191,56,0,45104,8,0,10,0
CUST0192,50,0,149336,5,0,4,0
CUST0193,18,0,94603,5,0,,0
CUST0194,44,0,127499,1,0,5,0
CUST0195,69,0,84025,9,0,14,0
CUST0196,30,0,121264,6,1,8,0
CUST0197,58,0,57317,9,0,2,0
CUST0198,20,0,56416,3,0,9,0
CUST0199,56,1,69124,5,1,3,0
CUST0200,23,1,130585,2,0,9,0
CUST0201,25,1,93045,5,1,10,0
CUST0202,44,0,46400,8,0,7,0
CUST0203,26,0,,2,0,5,0
CUST0204,54,1,97069,8,0,12,0
CUST0205,50,1,144415,,1,,0
CUST0206,64,0,74833,1,0,6,0
CUST0207,59,1,1002921,5,0,3,0
CUST0208,61,1,105206,1,1,14,0
CUST0209,41,0,94468,7,0,11,0
CUST0210,32,1,137899,8,0,5,0
CUST0211,49,1,84473,3,0,11,0
CUST0212,49,0,74460,3,0,100,0
CUST0213,41,0,67047,7,0,2,0
CUST0214,58,0,61784,4,0,7,0
CUST0215,69,1,48723,3,1,6,0
CUST0216,66,1,,8,1,3,0
CUST0217,66,1,91255,3,0,9,0
CUST0218,,0,25074,,1,12,0
CUST0219,29,0,149173,2,0,2,0
CUST0220,56,1,5003864,1,0,13,0
CUST0221,19,0,90522,6,0,6,0
CUST0222,20,1,121881,8,0,9,0
CUST0223,66,1,45541,1,1,8,1
CUST0224,,1,70929,9,0,11,0
CUST0225,66,1,151352,,0,9,0
CUST0226,34,0,125453,3,0,2,0
CUST0227,66,0,53733,4,0,14,0
CUST0228,19,1,54545,1,0,,0
CUST0229,19,0,104569,9,0,8,0
CUST0230,45,1,59098,3,0,12,0
CUST0231,40,0,55974,4,1,7,0
CUST0232,54,0,86675,1,0,11,0
CUST0233,49,1,48097,4,0,,0
CUST0234,50,0,127511,,0,14,0
CUST0235,18,1,118144,5,1,7,0
CUST0236,36,1,89824,5,0,11,0
CUST0237,19,1,48525,7,1,3,0
CUST0238,61,0,85749,8,1,150,0
CUST0239,43,0,40043,4,1,11,0
CUST0240,49,1,66846,7,1,9,0
CUST0241,23,0,102261,4,1,1,0
CUST0242,49,0,129406,3,0,7,0
CUST0243,21,0,132611,6,1,12,0
CUST0244,28,0,75227,4,0,8,0
CUST0245,34,0,,3,1,6,0
CUST0246,55,1,62383,9,0,7,0
CUST0247,41,1,54483,5,0,6,0
CUST0248,22,0,32265,7,0,10,0
CUST0249,69,1,52487,6,0,9,0
CUST0250,51,0,100652,,0,3,0
CUST0251,23,0,40733,7,0,1,0
CUST0252,,1,137196,6,1,2,0
CUST0253,28,1,116038,2,0,6,0
CUST0254,65,1,65307,3,0,10,0
CUST0255,33,0,146480,2,1,10,0
CUST0256,,1,133777,3,0,6,0
CUST0257,26,1,34247,1,0,10,1
CUST0258,23,1,48840,8,0,12,0
CUST0259,33,1,90149,6,1,2,0
CUST0260,46,1,46058,2,0,5,1
CUST0261,20,1,140229,8,0,9,0
CUST0262,37,0,59929,6,0,8,0
CUST0263,53,1,109171,7,0,11,0
CUST0264,36,1,116164,1,0,5,0
CUST0265,43,1,56362,7,1,12,0
CUST0266,20,1,111489,3,1,12,0
CUST0267,36,0,109664,8,0,11,0
CUST0268,37,0,,6,0,6,0
CUST0269,45,1,102597,4,1,1,0
CUST0270,24,0,31041,8,0,1,0
CUST0271,69,1,103209,9,0,3,0
CUST0272,58,1,86954,2,0,6,0
CUST0273,,0,86869,6,0,13,0
CUST0274,57,0,46059,,1,10,0
CUST0275,56,0,124864,5,0,14,0
CUST0276,35,1,,3,0,10,0
CUST0277,57,0,42548,8,0,7,0
CUST0278,18,1,40078,8,1,9,0
CUST0279,28,1,30419,5,0,8,0
CUST0280,45,0,60490,8,0,1,0
CUST0281,42,1,101086,8,0,3,0
CUST0282,67,0,,3,0,3,0
CUST0283,40,0,83760,2,0,2,0
CUST0284,48,1,58162,9,0,6,0
CUST0285,47,0,26468,2,0,5,1
CUST0286,59,0,53182,9,0,8,0
CUST0287,52,1,93432,4,1,12,0
CUST0288,24,0,115283,2,0,7,0
CUST0289,31,0,97255,1,0,1,0
CUST0290,43,1,106899,4,0,1,0
CUST0291,64,0,53718,9,0,7,0
CUST0292,69,0,124040,9,0,10,0
CUST0293,66,1,133895,4,1,13,0
CUST0294,19,0,62841,9,1,200,0
CUST0295,,1,98548,6,0,1,0
CUST0296,65,0,108565,1,0,12,0
CUST0297,29,0,71660,6,0,6,0
CUST0298,22,1,131553,9,0,8,0
CUST0299,,1,75281,2,0,11,0
CUST0300,49,0,138451,6,0,14,0
CUST0301,26,1,,2,1,2,0
CUST0302,58,0,25767,4,0,6,0
CUST0303,52,1,28895,8,0,5,0
CUST0304,36,0,83026,7,1,14,0
CUST0305,65,0,143142,9,0,6,0
CUST0306,33,0,,7,0,6,0
CUST0307,,1,65097,1,0,9,0
CUST0308,37,0,40332,2,0,5,1
CUST0309,41,0,39621,6,1,13,0
CUST0310,50,1,101870,7,1,2,0
CUST0311,41,1,43174,3,1,9,0
CUST0312,69,1,149357,9,1,1,0
CUST0313,28,0,124189,7,0,4,0
CUST0314,66,0,65502,6,1,2,0
CUST0315,25,1,61674,6,1,1,0
CUST0316,53,0,62260,1,0,1,0
CUST0317,55,1,67498,5,0,9,0
CUST0318,57,1,92609,3,0,4,0
CUST0319,37,0,2000000,,0,10,0
CUST0320,52,0,96805,3,0,2,0
CUST0321,62,0,92466,5,1,,0
CUST0322,42,1,79469,7,1,150,0
CUST0323,52,0,42194,3,0,5,0
CUST0324,42,1,51811,2,0,1,0
CUST0325,46,1,97377,6,1,1,0
CUST0326,35,1,,8,0,14,0
CUST0327,63,0,127695,4,0,12,0
CUST0328,35,0,100235,9,1,12,0
CUST0329,19,1,,7,1,7,0
CUST0330,52,0,101298,7,1,10,0
CUST0331,33,0,84238,7,0,7,0
CUST0332,58,1,130433,3,0,5,0
CUST0333,53,0,,6,1,9,0
CUST0334,50,0,132092,5,0,6,0
CUST0335,21,1,27147,1,1,5,1
CUST0336,50,1,123919,3,0,14,0
CUST0337,31,0,124251,0,0,11,0
CUST0338,38,0,63445,4,0,8,0
CUST0339,65,0,78803,3,0,4,0
CUST0340,37,1,86108,4,1,8,0
CUST0341,25,0,131170,9,0,100,0
CUST0342,24,1,27013,3,1,13,0
CUST0343,20,1,110617,6,1,7,0
CUST0344,34,0,107410,6,0,6,0
CUST0345,50,1,78502,7,1,150,0
CUST0346,65,1,142116,9,0,13,0
CUST0347,,1,62755,7,1,3,0
CUST0348,68,1,33733,1,0,5,1
CUST0349,39,1,34479,,0,3,0
CUST0350,39,0,100361,5,0,3,0
CUST0351,63,1,46304,9,0,9,0
CUST0352,47,0,60694,5,1,9,0
CUST0353,55,0,151342,5,0,200,0
CUST0354,55,0,130586,2,0,12,0
CUST0355,62,1,108349,3,0,12,0
CUST0356,68,0,139151,9,1,3,0
CUST0357,25,0,111296,7,0,13,0
CUST0358,,0,34490,1,0,5,1
CUST0359,44,0,46252,3,0,1,0
CUST0360,,0,130290,,0,12,0
CUST0361,,1,31862,1,1,5,1
CUST0362,47,0,139235,,1,6,0
CUST0363,50,0,98985,8,1,2,0
CUST0364,45,0,40262,5,0,13,0
CUST0365,64,0,84864,2,1,13,0
CUST0366,50,1,,1,0,1,0
CUST0367,22,0,65927,7,1,12,0
CUST0368,65,1,125377,2,0,7,0
CUST0369,36,1,113090,1,0,7,0
CUST0370,21,1,74853,2,0,5,0
CUST0371,52,1,56826,7,0,6,0
CUST0372,66,0,72247,7,0,14,0
CUST0373,34,1,82265,6,1,9,0
CUST0374,61,1,100958,5,0,10,0
CUST0375,45,0,133956,3,1,1,0
CUST0376,47,0,107764,3,0,4,0
CUST0377,46,0,119395,,0,11,0
CUST0378,63,0,111184,4,1,6,0
CUST0379,,0,65736,9,0,14,0
CUST0380,52,1,,,0,8,0
CUST0381,58,1,107325,2,1,1,0
CUST0382,54,0,74997,4,0,14,0
CUST0383,41,1,131080,6,0,2,0
CUST0384,46,0,99094,6,1,5,0
CUST0385,66,1,99255,5,0,13,0
CUST0386,63,1,34476,1,1,6,1
CUST0387,48,0,118721,3,0,5,0
CUST0388,52,0,143623,5,0,1,0
CUST0389,50,0,62387,6,0,3,0
CUST0390,69,0,46575,1,1,5,1
CUST0391,38,1,137260,9,0,7,0
CUST0392,49,1,133649,3,1,9,0
CUST0393,40,0,64643,3,0,14,0
CUST0394,50,0,39003,2,0,13,1
CUST0395,20,1,85356,8,1,3,0
CUST0396,35,0,32856,3,0,,0
CUST0397,42,1,5002990,6,0,10,0
CUST0398,59,1,53804,2,0,2,0
CUST0399,48,1,60790,7,0,7,0
CUST0400,20,0,55988,4,0,1,0
CUST0401,57,0,134979,9,0,3,0
CUST0402,63,1,101448,9,0,7,0
CUST0403,41,0,63506,7,0,9,0
CUST0404,67,1,142017,8,0,3,0
CUST0405,49,1,112904,3,0,1,0
CUST0406,61,1,95188,5,1,1,0
CUST0407,39,1,37305,2,1,5,1
CUST0408,40,1,34969,7,0,14,0
CUST0409,19,0,2000000,8,0,12,0
CUST0410,44,0,33989,9,1,3,0
CUST0411,59,0,90305,7,0,14,0
CUST0412,19,1,60983,8,0,1,0
CUST0413,43,1,135284,9,0,,0
CUST0414,34,1,64462,6,1,14,0
CUST0415,57,1,47286,2,0,5,1
CUST0416,50,0,110657,,1,10,0
CUST0417,26,1,51287,4,1,2,0
CUST0418,60,0,90472,9,0,7,0
CUST0419,65,0,144320,7,1,7,0
CUST0420,56,1,133965,,0,1,0
CUST0421,46,0,91148,8,0,2,0
CUST0422,59,0,59160,7,0,4,0
CUST0423,43,0,31789,9,0,1,0
CUST0424,52,0,56237,8,0,11,0
CUST0425,67,1,39385,3,0,11,0
CUST0426,42,1,107597,1,0,4,0
CUST0427,41,1,,2,0,10,0
CUST0428,30,1,69247,2,0,9,0
CUST0429,24,0,111673,4,1,2,0
CUST0430,53,1,125250,6,0,14,0
CUST0431,62,0,30544,4,0,8,0
CUST0432,37,0,140783,9,0,10,0
CUST0433,18,1,38275,4,0,1,0
CUST0434,25,1,130289,6,0,3,0
CUST0435,63,0,88248,6,0,9,0
CUST0436,33,0,59550,1,0,5,0
CUST0437,31,0,78693,8,0,14,0
CUST0438,29,1,,3,1,8,0
CUST0439,68,1,5000000,6,1,2,0
CUST0440,40,1,149877,3,0,14,0
CUST0441,32,1,105021,2,1,2,0
CUST0442,45,0,40605,5,0,14,0
CUST0443,51,0,128173,1,0,11,0
CUST0444,19,0,75713,9,1,4,0
CUST0445,49,0,47843,7,0,6,0
CUST0446,40,0,100403,3,0,13,0
CUST0447,39,1,83466,4,0,4,0
CUST0448,68,1,33258,6,0,,0
CUST0449,42,0,34493,3,0,7,0
CUST0450,,1,96218,7,0,4,0
CUST0451,39,0,96318,6,0,6,0
CUST0452,66,0,140631,9,0,5,0
CUST0453,69,1,144238,5,1,13,0
CUST0454,59,0,120335,4,0,9,0
CUST0455,23,0,132441,3,1,12,0
CUST0456,,0,41984,1,0,5,1
CUST0457,60,0,136316,3,1,2,0
CUST0458,54,0,47760,3,1,10,0
CUST0459,50,1,116529,7,0,10,0
CUST0460,25,1,26524,7,0,3,0
CUST0461,61,0,143454,1,0,4,0
CUST0462,56,0,74402,3,1,8,0
CUST0463,22,1,116656,8,0,5,0
CUST0464,56,1,90614,9,0,1,0
CUST0465,,0,60891,7,0,2,0
CUST0466,23,0,116009,7,1,6,0
CUST0467,62,0,64832,8,0,7,0
CUST0468,49,0,70836,6,0,6,0
CUST0469,69,1,98953,3,0,4,0
CUST0470,47,1,2000000,1,1,14,1
CUST0471,64,0,91745,7,0,9,0
CUST0472,52,1,62921,1,0,7,0
CUST0473,57,1,99476,1,0,8,0
CUST0474,,1,43562,9,0,6,0
CUST0475,33,0,89510,7,1,10,0
CUST0476,,0,,4,0,8,0
CUST0477,67,1,32610,6,0,1,0
CUST0478,59,1,134381,1,1,13,0
CUST0479,47,0,121450,7,1,8,0
CUST0480,36,0,40791,6,0,2,0
CUST0481,34,1,83047,4,0,5,0
CUST0482,36,1,125848,7,1,7,0
CUST0483,45,1,128826,,0,2,0
CUST0484,43,0,92906,1,1,3,0
CUST0485,54,1,44665,4,1,6,0
CUST0486,43,1,95246,3,0,11,0
CUST0487,40,0,90864,1,1,,0
CUST0488,26,0,71451,2,0,3,0
CUST0489,29,1,128883,5,0,8,0
CUST0490,18,0,111148,8,0,12,0
CUST0491,18,1,70890,1,1,2,0
CUST0492,64,0,31794,4,0,11,0
CUST0493,51,1,57888,4,0,7,0
CUST0494,49,0,31749,5,1,7,0
CUST0495,65,1,71531,7,0,12,0
CUST0496,42,0,140652,8,0,3,0
CUST0497,57,0,45608,6,1,6,0
CUST0498,62,0,110279,1,1,3,0
CUST0499,18,0,94211,7,1,12,0
CUST0500,33,0,,3,1,11,0
CUST0501,56,1,108996,6,0,1,0
CUST0502,22,1,81017,8,0,1,0
CUST0503,39,0,128947,7,0,13,0
CUST0504,46,1,82676,6,0,1,0
CUST0505,20,0,36560,8,0,1,0
CUST0506,29,0,79401,9,1,5,0
CUST0507,43,1,77746,1,0,11,0
CUST0508,35,0,140884,1,0,100,0
CUST0509,68,1,57463,1,0,10,0
CUST0510,54,0,56663,,0,4,0
CUST0511,39,1,138687,7,0,10,0
CUST0512,46,1,93706,3,0,1,0
CUST0513,31,0,83773,2,0,7,0
CUST0514,45,0,58123,4,0,8,0
CUST0515,22,0,119346,3,1,6,0
CUST0516,64,0,1000000,7,1,11,0
CUST0517,66,1,87637,8,0,13,0
CUST0518,47,0,27058,5,1,14,0
CUST0519,63,1,87370,3,0,14,0
CUST0520,69,0,72599,6,0,11,0
CUST0521,22,0,42397,2,0,8,1
CUST0522,29,0,134198,7,0,,0
CUST0523,33,0,132323,7,1,12,0
CUST0524,,1,,4,0,,0
CUST0525,43,0,,8,1,4,0
CUST0526,65,1,92560,4,0,4,0
CUST0527,38,0,148178,7,0,2,0
CUST0528,56,1,129143,4,1,8,0
CUST0529,,0,149745,5,0,12,0
CUST0530,50,0,42305,7,0,9,0
CUST0531,47,1,83210,3,0,4,0
CUST0532,54,1,102987,5,0,5,0
CUST0533,40,0,,,0,2,0
CUST0534,27,1,50345,5,0,9,0
CUST0535,22,1,143423,3,0,6,0
CUST0536,53,1,75390,7,0,8,0
CUST0537,51,1,120041,1,0,8,0
CUST0538,69,0,84557,9,0,13,0
CUST0539,,0,90054,9,0,14,0
CUST0540,27,1,26906,,0,12,0
CUST0541,36,1,65167,,0,9,0
CUST0542,49,1,35070,6,0,13,0
CUST0543,18,1,51140,5,0,9,0
CUST0544,22,1,149098,3,0,4,0
CUST0545,62,1,,8,0,6,0
CUST0546,21,1,83701,4,0,12,0
CUST0547,33,0,102567,3,0,11,0
CUST0548,41,1,109385,6,0,11,0
CUST0549,33,0,106199,8,0,12,0
CUST0550,19,0,124764,9,0,2,0
CUST0551,,0,106218,6,0,5,0
CUST0552,45,0,147357,5,0,11,0
CUST0553,49,0,105729,2,0,7,0
CUST0554,44,0,53561,2,1,,0
CUST0555,37,0,75568,9,0,7,0
CUST0556,41,0,134349,2,1,1,0
CUST0557,29,0,98302,2,1,5,0
CUST0558,67,0,120380,3,0,6,0
CUST0559,52,1,119968,3,0,11,0
CUST0560,50,1,59075,4,0,6,0
CUST0561,50,1,143316,7,0,2,0
CUST0562,68,0,62146,8,0,13,0
CUST0563,60,0,65297,2,1,13,0
CUST0564,54,0,,4,1,8,0
CUST0565,29,0,93607,9,0,1,0
CUST0566,20,1,41939,2,0,10,1
CUST0567,18,1,115467,1,0,2,0
CUST0568,50,0,75715,8,1,14,0
CUST0569,57,0,73577,9,1,10,0
CUST0570,27,0,91576,7,1,1,0
CUST0571,60,1,93222,8,0,10,0
CUST0572,61,0,37666,4,0,8,0
CUST0573,46,0,87119,4,0,3,0
CUST0574,30,0,60321,2,0,1,0
CUST0575,,0,26779,8,1,2,0
CUST0576,48,0,38186,2,1,12,1
CUST0577,63,1,41459,9,0,3,0
CUST0578,19,0,111246,4,0,14,0
CUST0579,68,0,112755,1,0,13,0
CUST0580,67,0,30057,4,1,9,0
CUST0581,52,0,85663,3,0,12,0
CUST0582,40,1,,6,0,5,0
CUST0583,34,1,44157,7,0,4,0
CUST0584,43,0,64773,8,0,2,0
CUST0585,25,0,44613,2,1,9,1
CUST0586,46,0,133612,,0,7,0
CUST0587,43,1,140080,6,0,7,0
CUST0588,,0,108028,5,0,6,0
CUST0589,43,0,111282,7,0,2,0
CUST0590,51,0,30188,3,0,13,0
CUST0591,68,1,135510,4,0,14,0
CUST0592,58,0,54680,9,0,1,0
CUST0593,24,0,128361,4,1,4,0
CUST0594,21,1,,3,0,1,0
CUST0595,67,0,2000000,2,0,5,0
CUST0596,62,0,99400,5,0,10,0
CUST0597,28,0,80718,4,0,6,0
CUST0598,46,1,61445,8,0,14,0
CUST0599,,1,30796,7,1,14,0
CUST0600,,1,72218,6,0,11,0
CUST0601,38,1,64131,2,0,4,0
CUST0602,53,1,33123,3,0,3,0
CUST0603,27,0,33222,9,0,,0
CUST0604,54,1,49074,9,0,,0
CUST0605,26,0,136958,5,0,8,0
CUST0606,41,0,2000000,3,0,3,0
CUST0607,52,0,59407,2,0,13,0
CUST0608,,0,61839,8,0,1,0
CUST0609,52,0,134968,6,0,12,0
CUST0610,,0,93322,7,0,14,0
CUST0611,53,1,84515,1,0,5,0
CUST0612,35,1,124174,0,0,7,0
CUST0613,66,0,127500,2,1,,0
CUST0614,56,0,135100,3,0,8,0
CUST0615,49,1,54365,1,0,6,0
CUST0616,41,0,,5,0,13,0
CUST0617,40,0,124244,3,1,12,0
CUST0618,49,1,123644,1,1,1,0
CUST0619,54,0,120251,8,0,10,0
CUST0620,29,0,48806,6,0,4,0
CUST0621,66,1,61901,,1,4,0
CUST0622,30,0,42043,3,0,,0
CUST0623,40,1,100761,9,0,12,0
CUST0624,42,0,34752,9,1,100,0
CUST0625,52,1,93993,1,0,4,0
CUST0626,58,1,67616,3,0,10,0
CUST0627,47,0,77127,6,1,13,0
CUST0628,34,0,99777,8,0,5,0
CUST0629,66,1,25453,4,0,13,0
CUST0630,37,1,100432,5,0,8,0
CUST0631,65,0,147872,9,0,2,0
CUST0632,42,1,,6,0,2,0
CUST0633,39,1,35976,7,0,,0
CUST0634,30,1,139176,7,0,9,0
CUST0635,36,1,124122,4,1,11,0
CUST0636,66,0,95404,4,0,5,0
CUST0637,53,0,106932,4,1,11,0
CUST0638,29,1,122170,4,1,9,0
CUST0639,58,0,102707,5,0,,0
CUST0640,36,1,114647,8,0,1,0
CUST0641,29,0,58688,9,1,12,0
CUST0642,26,0,111840,2,0,200,0
CUST0643,24,1,142106,7,0,1,0
CUST0644,45,0,136007,1,0,14,0
CUST0645,31,0,129779,1,1,,0
CUST0646,48,1,118789,4,0,14,0
CUST0647,69,1,121516,7,0,11,0
CUST0648,36,1,27017,2,0,5,1
CUST0649,64,0,5000000,2,1,5,1
CUST0650,33,0,139534,1,0,1,0
CUST0651,22,0,132724,2,0,1,0
CUST0652,52,0,29792,7,0,14,0
CUST0653,29,0,80982,9,0,3,0
CUST0654,42,0,38237,6,0,6,0
CUST0655,69,0,76586,2,0,2,0
CUST0656,38,1,106787,9,0,4,0
CUST0657,53,0,44252,7,1,10,0
CUST0658,40,0,35707,1,0,8,1
CUST0659,33,1,59206,9,0,4,0
CUST0660,56,0,119276,2,1,8,0
CUST0661,62,1,28543,4,0,1,0
CUST0662,,0,69135,9,0,8,0
CUST0663,56,0,141469,3,1,,0
CUST0664,31,1,138824,3,0,4,0
CUST0665,48,1,129647,1,0,7,0
CUST0666,22,1,60031,7,0,4,0
CUST0667,52,0,67929,,0,,0
CUST0668,,1,90747,4,0,11,0
CUST0669,46,0,82851,6,1,200,0
